Namespace(activation_fn='gelu', base_channel=32, base_sigma=0.0, batch={8: 256, 16: 256, 32: 128, 64: 128, 128: 64, 256: 32}, batch_default=128, bn=False, ckpt=None, conditional=True, cyclic=False, data_root='./data/', dataset='cifar10', device=0, eval_step=50, from_beginning=False, from_rgb_activate=False, init_size=8, initial='uniform', l2_coefficient=0.0, langevin_lr=2.0, langevin_step=100, load=False, lr={8: 0.001, 16: 0.0012, 32: 0.0015, 64: 0.0015, 128: 0.0015}, lr_default=0.0005, max_size=32, mode='train', name_suffix='step', noise_ratio=1.0, phase=1000000, pro=True, projection=True, res=True, run_dir='results/cifar10_step/00005-step100-trunc1.0-res32-lr2.0-uniform-ch32', save_path='results', sched=True, soft=True, spectral=True, split_bn=False, stats_path='./stats/cifar10.npz', truncation=1.0, val_clip=1.1)
Itr:      0 Kimg:        0, Alpha: 1.00, Res:   8, f(x_p_d)=  0.0713 f(x_q)=  0.3499
Itr:  43000 Kimg:     7504, Alpha: 1.00, Res:  32, f(x_p_d)=  3.7696 f(x_q)=  4.3103
Itr:  43100 Kimg:     7517, Alpha: 1.00, Res:  32, f(x_p_d)=  3.6559 f(x_q)=  3.5203
Itr:  43200 Kimg:     7529, Alpha: 1.00, Res:  32, f(x_p_d)=  3.5244 f(x_q)=  3.7184
Itr:  43300 Kimg:     7542, Alpha: 1.00, Res:  32, f(x_p_d)=  3.0973 f(x_q)=  1.7714
Itr:  43400 Kimg:     7555, Alpha: 1.00, Res:  32, f(x_p_d)=  3.5610 f(x_q)=  2.7979
Itr:  43500 Kimg:     7568, Alpha: 1.00, Res:  32, f(x_p_d)=  4.2536 f(x_q)=  4.1972
Itr:  43600 Kimg:     7581, Alpha: 1.00, Res:  32, f(x_p_d)=  3.6898 f(x_q)=  5.0474
Itr:  43700 Kimg:     7593, Alpha: 1.00, Res:  32, f(x_p_d)=  4.0788 f(x_q)=  6.0357
Itr:  43800 Kimg:     7606, Alpha: 1.00, Res:  32, f(x_p_d)=  3.5935 f(x_q)=  5.3523
Itr:  43900 Kimg:     7619, Alpha: 1.00, Res:  32, f(x_p_d)=  3.8137 f(x_q)=  3.7860
Itr:  44000 Kimg:     7632, Alpha: 1.00, Res:  32, f(x_p_d)=  3.7326 f(x_q)=  3.8307
Calculate FID...
Itr:  44000, FID:    32.189
Itr:  44100 Kimg:     7645, Alpha: 1.00, Res:  32, f(x_p_d)=  3.4986 f(x_q)=  3.6751
Itr:  44200 Kimg:     7657, Alpha: 1.00, Res:  32, f(x_p_d)=  4.0759 f(x_q)=  3.9181
Itr:  44300 Kimg:     7670, Alpha: 1.00, Res:  32, f(x_p_d)=  4.1266 f(x_q)=  4.9675
Itr:  44400 Kimg:     7683, Alpha: 1.00, Res:  32, f(x_p_d)=  3.9133 f(x_q)=  3.3496
Itr:  44500 Kimg:     7696, Alpha: 1.00, Res:  32, f(x_p_d)=  3.7429 f(x_q)=  3.5738
Itr:  44600 Kimg:     7709, Alpha: 1.00, Res:  32, f(x_p_d)=  3.9734 f(x_q)=  4.9164
Itr:  44700 Kimg:     7721, Alpha: 1.00, Res:  32, f(x_p_d)=  3.5795 f(x_q)=  3.4030
Itr:  44800 Kimg:     7734, Alpha: 1.00, Res:  32, f(x_p_d)=  3.6857 f(x_q)=  5.4317
Itr:  44900 Kimg:     7747, Alpha: 1.00, Res:  32, f(x_p_d)=  4.3094 f(x_q)=  4.5437
Itr:  45000 Kimg:     7760, Alpha: 1.00, Res:  32, f(x_p_d)=  3.9670 f(x_q)=  3.5784
Itr:  45100 Kimg:     7773, Alpha: 1.00, Res:  32, f(x_p_d)=  4.7357 f(x_q)=  2.5050
Itr:  45200 Kimg:     7785, Alpha: 1.00, Res:  32, f(x_p_d)=  4.4903 f(x_q)=  3.0086
Itr:  45300 Kimg:     7798, Alpha: 1.00, Res:  32, f(x_p_d)=  4.0282 f(x_q)=  4.0484
Itr:  45400 Kimg:     7811, Alpha: 1.00, Res:  32, f(x_p_d)=  4.4684 f(x_q)=  4.2103
Itr:  45500 Kimg:     7824, Alpha: 1.00, Res:  32, f(x_p_d)=  3.6776 f(x_q)=  6.7492
Itr:  45600 Kimg:     7837, Alpha: 1.00, Res:  32, f(x_p_d)=  3.6845 f(x_q)=  3.3604
Itr:  45700 Kimg:     7849, Alpha: 1.00, Res:  32, f(x_p_d)=  3.6529 f(x_q)=  3.0719
Itr:  45800 Kimg:     7862, Alpha: 1.00, Res:  32, f(x_p_d)=  4.2838 f(x_q)=  5.1215
Itr:  45900 Kimg:     7875, Alpha: 1.00, Res:  32, f(x_p_d)=  3.2198 f(x_q)=  2.9311
Itr:  46000 Kimg:     7888, Alpha: 1.00, Res:  32, f(x_p_d)=  4.0004 f(x_q)=  5.2400
Calculate FID...
Itr:  46000, FID:    26.911
Itr:  46100 Kimg:     7901, Alpha: 1.00, Res:  32, f(x_p_d)=  3.7290 f(x_q)=  3.6104
Itr:  46200 Kimg:     7913, Alpha: 1.00, Res:  32, f(x_p_d)=  3.6580 f(x_q)=  3.5615
Itr:  46300 Kimg:     7926, Alpha: 1.00, Res:  32, f(x_p_d)=  3.9165 f(x_q)=  3.8795
Itr:  46400 Kimg:     7939, Alpha: 1.00, Res:  32, f(x_p_d)=  4.1039 f(x_q)=  4.4519
Itr:  46500 Kimg:     7952, Alpha: 1.00, Res:  32, f(x_p_d)=  3.7591 f(x_q)=  4.0629
Itr:  46600 Kimg:     7965, Alpha: 1.00, Res:  32, f(x_p_d)=  3.8359 f(x_q)=  5.2322
Itr:  46700 Kimg:     7977, Alpha: 1.00, Res:  32, f(x_p_d)=  3.1005 f(x_q)=  3.2977
Itr:  46800 Kimg:     7990, Alpha: 1.00, Res:  32, f(x_p_d)=  3.3284 f(x_q)=  2.9761
Itr:  46900 Kimg:     8003, Alpha: 1.00, Res:  32, f(x_p_d)=  4.5015 f(x_q)=  2.9182
Itr:  47000 Kimg:     8016, Alpha: 1.00, Res:  32, f(x_p_d)=  3.8787 f(x_q)=  3.8904
Itr:  47100 Kimg:     8029, Alpha: 1.00, Res:  32, f(x_p_d)=  4.9035 f(x_q)=  4.5190
Itr:  47200 Kimg:     8041, Alpha: 1.00, Res:  32, f(x_p_d)=  4.0170 f(x_q)=  3.9504
Itr:  47300 Kimg:     8054, Alpha: 1.00, Res:  32, f(x_p_d)=  3.9833 f(x_q)=  3.0329
Itr:  47400 Kimg:     8067, Alpha: 1.00, Res:  32, f(x_p_d)=  3.7794 f(x_q)=  3.1833
Itr:  47500 Kimg:     8080, Alpha: 1.00, Res:  32, f(x_p_d)=  4.0652 f(x_q)=  4.0539
Itr:  47600 Kimg:     8093, Alpha: 1.00, Res:  32, f(x_p_d)=  4.3731 f(x_q)=  4.1473
Itr:  47700 Kimg:     8105, Alpha: 1.00, Res:  32, f(x_p_d)=  5.1069 f(x_q)=  4.5199
Itr:  47800 Kimg:     8118, Alpha: 1.00, Res:  32, f(x_p_d)=  3.2844 f(x_q)=  4.5705
Itr:  47900 Kimg:     8131, Alpha: 1.00, Res:  32, f(x_p_d)=  4.4052 f(x_q)=  3.7258
Itr:  48000 Kimg:     8144, Alpha: 1.00, Res:  32, f(x_p_d)=  3.4173 f(x_q)=  4.2084
Calculate FID...
Itr:  48000, FID:    27.413
Itr:  48100 Kimg:     8157, Alpha: 1.00, Res:  32, f(x_p_d)=  3.4599 f(x_q)=  5.2881
Itr:  48200 Kimg:     8169, Alpha: 1.00, Res:  32, f(x_p_d)=  4.1635 f(x_q)=  4.6349
Itr:  48300 Kimg:     8182, Alpha: 1.00, Res:  32, f(x_p_d)=  3.8480 f(x_q)=  3.1960
Itr:  48400 Kimg:     8195, Alpha: 1.00, Res:  32, f(x_p_d)=  2.9767 f(x_q)=  2.0993
Itr:  48500 Kimg:     8208, Alpha: 1.00, Res:  32, f(x_p_d)=  3.3331 f(x_q)=  3.3131
Itr:  48600 Kimg:     8221, Alpha: 1.00, Res:  32, f(x_p_d)=  3.3871 f(x_q)=  3.8736
Itr:  48700 Kimg:     8233, Alpha: 1.00, Res:  32, f(x_p_d)=  3.3084 f(x_q)=  3.4280
Itr:  48800 Kimg:     8246, Alpha: 1.00, Res:  32, f(x_p_d)=  4.0122 f(x_q)=  4.0038
Itr:  48900 Kimg:     8259, Alpha: 1.00, Res:  32, f(x_p_d)=  3.5367 f(x_q)=  4.4329
Itr:  49000 Kimg:     8272, Alpha: 1.00, Res:  32, f(x_p_d)=  3.3784 f(x_q)=  3.6457
Itr:  49100 Kimg:     8285, Alpha: 1.00, Res:  32, f(x_p_d)=  3.6894 f(x_q)=  3.8386
Itr:  49200 Kimg:     8297, Alpha: 1.00, Res:  32, f(x_p_d)=  3.8444 f(x_q)=  3.0723
Itr:  49300 Kimg:     8310, Alpha: 1.00, Res:  32, f(x_p_d)=  4.1539 f(x_q)=  4.8395
Itr:  49400 Kimg:     8323, Alpha: 1.00, Res:  32, f(x_p_d)=  3.6285 f(x_q)=  4.1443
Itr:  49500 Kimg:     8336, Alpha: 1.00, Res:  32, f(x_p_d)=  3.7342 f(x_q)=  4.0109
Itr:  49600 Kimg:     8349, Alpha: 1.00, Res:  32, f(x_p_d)=  3.8990 f(x_q)=  4.4781
Itr:  49700 Kimg:     8361, Alpha: 1.00, Res:  32, f(x_p_d)=  3.7156 f(x_q)=  5.2344
Itr:  49800 Kimg:     8374, Alpha: 1.00, Res:  32, f(x_p_d)=  3.4615 f(x_q)=  2.3889
Itr:  49900 Kimg:     8387, Alpha: 1.00, Res:  32, f(x_p_d)=  3.8303 f(x_q)=  3.4418
Itr:  50000 Kimg:     8400, Alpha: 1.00, Res:  32, f(x_p_d)=  3.3359 f(x_q)=  3.8435
Calculate FID...
Itr:  50000, FID:    32.224
Itr:  50100 Kimg:     8413, Alpha: 1.00, Res:  32, f(x_p_d)=  3.5958 f(x_q)=  4.6420
Itr:  50200 Kimg:     8425, Alpha: 1.00, Res:  32, f(x_p_d)=  3.4891 f(x_q)=  3.6698
Itr:  50300 Kimg:     8438, Alpha: 1.00, Res:  32, f(x_p_d)=  2.9333 f(x_q)=  3.9664
Itr:  50400 Kimg:     8451, Alpha: 1.00, Res:  32, f(x_p_d)=  3.4385 f(x_q)=  4.2522
Itr:  50500 Kimg:     8464, Alpha: 1.00, Res:  32, f(x_p_d)=  3.3701 f(x_q)=  3.5750
Itr:  50600 Kimg:     8477, Alpha: 1.00, Res:  32, f(x_p_d)=  3.0934 f(x_q)=  2.3377
Itr:  50700 Kimg:     8489, Alpha: 1.00, Res:  32, f(x_p_d)=  3.3009 f(x_q)=  3.1607
Itr:  50800 Kimg:     8502, Alpha: 1.00, Res:  32, f(x_p_d)=  3.6851 f(x_q)=  5.7168
Itr:  50900 Kimg:     8515, Alpha: 1.00, Res:  32, f(x_p_d)=  3.7358 f(x_q)=  4.4957
Itr:  51000 Kimg:     8528, Alpha: 1.00, Res:  32, f(x_p_d)=  3.7549 f(x_q)=  4.5775
Itr:  51100 Kimg:     8541, Alpha: 1.00, Res:  32, f(x_p_d)=  3.4726 f(x_q)=  3.4062
Itr:  51200 Kimg:     8553, Alpha: 1.00, Res:  32, f(x_p_d)=  3.6347 f(x_q)=  4.4839
Itr:  51300 Kimg:     8566, Alpha: 1.00, Res:  32, f(x_p_d)=  3.9767 f(x_q)=  4.8083
Itr:  51400 Kimg:     8579, Alpha: 1.00, Res:  32, f(x_p_d)=  2.9578 f(x_q)=  3.0280
Itr:  51500 Kimg:     8592, Alpha: 1.00, Res:  32, f(x_p_d)=  3.4723 f(x_q)=  4.9377
Itr:  51600 Kimg:     8605, Alpha: 1.00, Res:  32, f(x_p_d)=  4.6317 f(x_q)=  3.9172
Itr:  51700 Kimg:     8617, Alpha: 1.00, Res:  32, f(x_p_d)=  3.6388 f(x_q)=  2.9091
Itr:  51800 Kimg:     8630, Alpha: 1.00, Res:  32, f(x_p_d)=  3.3732 f(x_q)=  4.0774
Itr:  51900 Kimg:     8643, Alpha: 1.00, Res:  32, f(x_p_d)=  3.1663 f(x_q)=  4.1642
Itr:  52000 Kimg:     8656, Alpha: 1.00, Res:  32, f(x_p_d)=  3.5796 f(x_q)=  2.9765
Calculate FID...
Itr:  52000, FID:    28.734
Itr:  52100 Kimg:     8669, Alpha: 1.00, Res:  32, f(x_p_d)=  3.4805 f(x_q)=  2.2426
Itr:  52200 Kimg:     8681, Alpha: 1.00, Res:  32, f(x_p_d)=  4.1249 f(x_q)=  3.2666
Itr:  52300 Kimg:     8694, Alpha: 1.00, Res:  32, f(x_p_d)=  3.1199 f(x_q)=  3.1192
Itr:  52400 Kimg:     8707, Alpha: 1.00, Res:  32, f(x_p_d)=  3.8387 f(x_q)=  3.1051
Itr:  52500 Kimg:     8720, Alpha: 1.00, Res:  32, f(x_p_d)=  3.7619 f(x_q)=  3.2268
Itr:  52600 Kimg:     8733, Alpha: 1.00, Res:  32, f(x_p_d)=  3.7733 f(x_q)=  4.1771
Itr:  52700 Kimg:     8745, Alpha: 1.00, Res:  32, f(x_p_d)=  3.7048 f(x_q)=  4.3852
Itr:  52800 Kimg:     8758, Alpha: 1.00, Res:  32, f(x_p_d)=  3.5474 f(x_q)=  5.1806
Itr:  52900 Kimg:     8771, Alpha: 1.00, Res:  32, f(x_p_d)=  3.8990 f(x_q)=  3.6625
Itr:  53000 Kimg:     8784, Alpha: 1.00, Res:  32, f(x_p_d)=  3.5570 f(x_q)=  3.1282
Itr:  53100 Kimg:     8797, Alpha: 1.00, Res:  32, f(x_p_d)=  3.4583 f(x_q)=  4.0929
Itr:  53200 Kimg:     8809, Alpha: 1.00, Res:  32, f(x_p_d)=  3.7343 f(x_q)=  3.1976
Itr:  53300 Kimg:     8822, Alpha: 1.00, Res:  32, f(x_p_d)=  3.9173 f(x_q)=  4.2129
Itr:  53400 Kimg:     8835, Alpha: 1.00, Res:  32, f(x_p_d)=  3.3791 f(x_q)=  4.9037
Itr:  53500 Kimg:     8848, Alpha: 1.00, Res:  32, f(x_p_d)=  3.4476 f(x_q)=  3.7041
Itr:  53600 Kimg:     8861, Alpha: 1.00, Res:  32, f(x_p_d)=  3.0820 f(x_q)=  2.3775
Itr:  53700 Kimg:     8873, Alpha: 1.00, Res:  32, f(x_p_d)=  2.6098 f(x_q)=  1.6087
Itr:  53800 Kimg:     8886, Alpha: 1.00, Res:  32, f(x_p_d)=  3.2694 f(x_q)=  3.4048
Itr:  53900 Kimg:     8899, Alpha: 1.00, Res:  32, f(x_p_d)=  3.2371 f(x_q)=  3.2080
Itr:  54000 Kimg:     8912, Alpha: 1.00, Res:  32, f(x_p_d)=  1.9478 f(x_q)=  2.6217
Calculate FID...
Itr:  54000, FID:    27.481
Itr:  54100 Kimg:     8925, Alpha: 1.00, Res:  32, f(x_p_d)=  2.6493 f(x_q)=  2.4058
Itr:  54200 Kimg:     8937, Alpha: 1.00, Res:  32, f(x_p_d)=  2.5827 f(x_q)=  2.2398
Itr:  54300 Kimg:     8950, Alpha: 1.00, Res:  32, f(x_p_d)=  3.0167 f(x_q)=  2.4523
Itr:  54400 Kimg:     8963, Alpha: 1.00, Res:  32, f(x_p_d)=  3.0866 f(x_q)=  4.0078
Itr:  54500 Kimg:     8976, Alpha: 1.00, Res:  32, f(x_p_d)=  2.5800 f(x_q)=  2.1257
Itr:  54600 Kimg:     8989, Alpha: 1.00, Res:  32, f(x_p_d)=  3.4644 f(x_q)=  3.2626
Itr:  54700 Kimg:     9001, Alpha: 1.00, Res:  32, f(x_p_d)=  3.3888 f(x_q)=  3.0837
Itr:  54800 Kimg:     9014, Alpha: 1.00, Res:  32, f(x_p_d)=  2.7491 f(x_q)=  2.0189
Itr:  54900 Kimg:     9027, Alpha: 1.00, Res:  32, f(x_p_d)=  3.0202 f(x_q)=  2.7129
Itr:  55000 Kimg:     9040, Alpha: 1.00, Res:  32, f(x_p_d)=  3.1816 f(x_q)=  2.4496
Itr:  55100 Kimg:     9053, Alpha: 1.00, Res:  32, f(x_p_d)=  3.6740 f(x_q)=  4.2420
Itr:  55200 Kimg:     9065, Alpha: 1.00, Res:  32, f(x_p_d)=  2.7430 f(x_q)=  1.8240
Itr:  55300 Kimg:     9078, Alpha: 1.00, Res:  32, f(x_p_d)=  2.8187 f(x_q)=  2.4685
Itr:  55400 Kimg:     9091, Alpha: 1.00, Res:  32, f(x_p_d)=  2.3580 f(x_q)=  3.8650
Itr:  55500 Kimg:     9104, Alpha: 1.00, Res:  32, f(x_p_d)=  3.0048 f(x_q)=  2.0968
Itr:  55600 Kimg:     9117, Alpha: 1.00, Res:  32, f(x_p_d)=  3.3834 f(x_q)=  2.8427
Itr:  55700 Kimg:     9129, Alpha: 1.00, Res:  32, f(x_p_d)=  2.7909 f(x_q)=  3.9977
Itr:  55800 Kimg:     9142, Alpha: 1.00, Res:  32, f(x_p_d)=  2.6923 f(x_q)=  3.7142
Itr:  55900 Kimg:     9155, Alpha: 1.00, Res:  32, f(x_p_d)=  2.7615 f(x_q)=  2.5861
Itr:  56000 Kimg:     9168, Alpha: 1.00, Res:  32, f(x_p_d)=  2.9516 f(x_q)=  2.5222
Calculate FID...
Itr:  56000, FID:    33.823
Itr:  56100 Kimg:     9181, Alpha: 1.00, Res:  32, f(x_p_d)=  3.3200 f(x_q)=  2.8643
Itr:  56200 Kimg:     9193, Alpha: 1.00, Res:  32, f(x_p_d)=  3.1325 f(x_q)=  1.8560
Itr:  56300 Kimg:     9206, Alpha: 1.00, Res:  32, f(x_p_d)=  2.3128 f(x_q)=  1.7526
Itr:  56400 Kimg:     9219, Alpha: 1.00, Res:  32, f(x_p_d)=  2.5583 f(x_q)=  3.0059
Itr:  56500 Kimg:     9232, Alpha: 1.00, Res:  32, f(x_p_d)=  2.5883 f(x_q)=  2.5262
Itr:  56600 Kimg:     9245, Alpha: 1.00, Res:  32, f(x_p_d)=  2.1728 f(x_q)=  2.5265
Itr:  56700 Kimg:     9257, Alpha: 1.00, Res:  32, f(x_p_d)=  2.6212 f(x_q)=  3.9581
Itr:  56800 Kimg:     9270, Alpha: 1.00, Res:  32, f(x_p_d)=  2.4888 f(x_q)=  1.4752
Itr:  56900 Kimg:     9283, Alpha: 1.00, Res:  32, f(x_p_d)=  2.3296 f(x_q)=  1.8150
Itr:  57000 Kimg:     9296, Alpha: 1.00, Res:  32, f(x_p_d)=  2.7762 f(x_q)=  1.7110
Itr:  57100 Kimg:     9309, Alpha: 1.00, Res:  32, f(x_p_d)=  2.9794 f(x_q)=  3.8812
Itr:  57200 Kimg:     9321, Alpha: 1.00, Res:  32, f(x_p_d)=  2.8358 f(x_q)=  5.4051
Itr:  57300 Kimg:     9334, Alpha: 1.00, Res:  32, f(x_p_d)=  2.6765 f(x_q)=  1.4936
Itr:  57400 Kimg:     9347, Alpha: 1.00, Res:  32, f(x_p_d)=  2.2064 f(x_q)=  3.3001
Itr:  57500 Kimg:     9360, Alpha: 1.00, Res:  32, f(x_p_d)=  2.2947 f(x_q)=  3.3025
Itr:  57600 Kimg:     9373, Alpha: 1.00, Res:  32, f(x_p_d)=  1.9191 f(x_q)=  2.5232
Itr:  57700 Kimg:     9385, Alpha: 1.00, Res:  32, f(x_p_d)=  2.7988 f(x_q)=  3.6607
Itr:  57800 Kimg:     9398, Alpha: 1.00, Res:  32, f(x_p_d)=  1.7283 f(x_q)=  1.0730
Itr:  57900 Kimg:     9411, Alpha: 1.00, Res:  32, f(x_p_d)=  2.4724 f(x_q)=  2.4599
Itr:  58000 Kimg:     9424, Alpha: 1.00, Res:  32, f(x_p_d)=  2.7882 f(x_q)=  2.2527
Calculate FID...
Itr:  58000, FID:    30.372
Itr:  58100 Kimg:     9437, Alpha: 1.00, Res:  32, f(x_p_d)=  3.2942 f(x_q)=  2.9940
Itr:  58200 Kimg:     9449, Alpha: 1.00, Res:  32, f(x_p_d)=  2.2019 f(x_q)=  1.9967
Itr:  58300 Kimg:     9462, Alpha: 1.00, Res:  32, f(x_p_d)=  2.3752 f(x_q)=  2.4158
Itr:  58400 Kimg:     9475, Alpha: 1.00, Res:  32, f(x_p_d)=  2.6295 f(x_q)=  2.1351
Itr:  58500 Kimg:     9488, Alpha: 1.00, Res:  32, f(x_p_d)=  2.5004 f(x_q)=  2.5504
Itr:  58600 Kimg:     9501, Alpha: 1.00, Res:  32, f(x_p_d)=  2.4994 f(x_q)=  2.2937
Itr:  58700 Kimg:     9513, Alpha: 1.00, Res:  32, f(x_p_d)=  2.5597 f(x_q)=  1.8109
Itr:  58800 Kimg:     9526, Alpha: 1.00, Res:  32, f(x_p_d)=  2.4043 f(x_q)=  3.0815
Itr:  58900 Kimg:     9539, Alpha: 1.00, Res:  32, f(x_p_d)=  3.2355 f(x_q)=  2.2237
Itr:  59000 Kimg:     9552, Alpha: 1.00, Res:  32, f(x_p_d)=  2.6217 f(x_q)=  2.7919
Itr:  59100 Kimg:     9565, Alpha: 1.00, Res:  32, f(x_p_d)=  2.1485 f(x_q)=  2.8986
Itr:  59200 Kimg:     9577, Alpha: 1.00, Res:  32, f(x_p_d)=  2.1992 f(x_q)=  1.0435
Itr:  59300 Kimg:     9590, Alpha: 1.00, Res:  32, f(x_p_d)=  2.8202 f(x_q)=  2.0898
Itr:  59400 Kimg:     9603, Alpha: 1.00, Res:  32, f(x_p_d)=  2.9985 f(x_q)=  3.9212
Itr:  59500 Kimg:     9616, Alpha: 1.00, Res:  32, f(x_p_d)=  3.7783 f(x_q)=  3.4470
Itr:  59600 Kimg:     9629, Alpha: 1.00, Res:  32, f(x_p_d)=  3.0744 f(x_q)=  2.2142
Itr:  59700 Kimg:     9641, Alpha: 1.00, Res:  32, f(x_p_d)=  2.4680 f(x_q)=  3.0664
Itr:  59800 Kimg:     9654, Alpha: 1.00, Res:  32, f(x_p_d)=  2.8439 f(x_q)=  2.5467
Itr:  59900 Kimg:     9667, Alpha: 1.00, Res:  32, f(x_p_d)=  2.6319 f(x_q)=  2.7185
Itr:  60000 Kimg:     9680, Alpha: 1.00, Res:  32, f(x_p_d)=  2.6427 f(x_q)=  1.9924
Calculate FID...
Itr:  60000, FID:    36.833
Itr:  60100 Kimg:     9693, Alpha: 1.00, Res:  32, f(x_p_d)=  2.9137 f(x_q)=  1.9935
Itr:  60200 Kimg:     9705, Alpha: 1.00, Res:  32, f(x_p_d)=  2.9195 f(x_q)=  1.9424
Itr:  60300 Kimg:     9718, Alpha: 1.00, Res:  32, f(x_p_d)=  3.4635 f(x_q)=  2.8499
Itr:  60400 Kimg:     9731, Alpha: 1.00, Res:  32, f(x_p_d)=  2.7280 f(x_q)=  3.0169
Itr:  60500 Kimg:     9744, Alpha: 1.00, Res:  32, f(x_p_d)=  2.6126 f(x_q)=  3.5319
Itr:  60600 Kimg:     9757, Alpha: 1.00, Res:  32, f(x_p_d)=  2.7417 f(x_q)=  2.1477
Itr:  60700 Kimg:     9769, Alpha: 1.00, Res:  32, f(x_p_d)=  3.3598 f(x_q)=  2.7869
Itr:  60800 Kimg:     9782, Alpha: 1.00, Res:  32, f(x_p_d)=  2.2080 f(x_q)=  3.6155
Itr:  60900 Kimg:     9795, Alpha: 1.00, Res:  32, f(x_p_d)=  3.0349 f(x_q)=  2.7720
Itr:  61000 Kimg:     9808, Alpha: 1.00, Res:  32, f(x_p_d)=  2.8802 f(x_q)=  3.7945
Itr:  61100 Kimg:     9821, Alpha: 1.00, Res:  32, f(x_p_d)=  2.5360 f(x_q)=  2.6248
Itr:  61200 Kimg:     9833, Alpha: 1.00, Res:  32, f(x_p_d)=  2.8999 f(x_q)=  1.9410
Itr:  61300 Kimg:     9846, Alpha: 1.00, Res:  32, f(x_p_d)=  2.4507 f(x_q)=  1.9050
